,cent,entropy
0,0,100.92513051123484
1,1,77.83144512967627
2,2,73.3293743471777
3,3,70.26112186350959
4,4,67.36514906432176
5,5,64.82416144541632
6,6,62.4634799817088
7,7,60.091579541168635
8,8,58.06284094190573
9,9,55.826644931102685
10,10,53.866522088691944
11,11,51.95312306965979
12,12,50.085452736356494
13,13,48.23812212737664
14,14,46.55001741533366
15,15,45.02906185209786
16,16,43.35338539457481
17,17,41.7848290835372
18,18,40.35535307949575
19,19,38.86983940342713
20,20,37.55517913419197
21,21,36.157788285725424
22,22,34.84607836911147
23,23,33.5628097158439
24,24,32.23929967270342
25,25,31.165787343962567
26,26,30.0546038014576
27,27,28.901752724179204
28,28,27.799317985930752
29,29,26.81649300042652
30,30,25.84560673629025
31,31,24.832364546105374
32,32,23.831945436757724
33,33,22.926066116740355
34,34,22.00769081651063
35,35,21.142829602009012
36,36,20.338551379464416
37,37,19.550158245420874
38,38,18.77140215147353
39,39,18.000685296941853
40,40,17.23424817415468
41,41,16.47909275630509
42,42,15.751572918456764
43,43,15.073051823677714
44,44,14.41273089888156
45,45,13.771393201640512
46,46,13.162869896612369
47,47,12.583457284238934
48,48,12.018034579345136
49,49,11.445381507522546
50,50,10.890968240879376
51,51,10.355285016290267
52,52,9.827578013450866
53,53,9.353263916735191
54,54,8.893369030693428
55,55,8.428931751822653
56,56,8.021291117704184
57,57,7.575725627930478
58,58,7.16823390905046
59,59,6.7583311301122215
60,60,6.351761946950366
61,61,5.974256594764816
62,62,5.616142573109963
63,63,5.28415199621703
64,64,4.967824940121442
65,65,4.665150654694988
66,66,4.3744786863432035
67,67,4.089930291786354
68,68,3.827932105829549
69,69,3.578058805610149
70,70,3.3289985474565658
71,71,3.08638545548399
72,72,2.8676582301746
73,73,2.658189260201153
74,74,2.455390492644384
75,75,2.2739558808218763
76,76,2.099865037830302
77,77,1.9323458630632189
78,78,1.7795569375161069
79,79,1.6383348204361738
80,80,1.501613488178696
81,81,1.3693392496797705
82,82,1.2358045333341563
83,83,1.1211291720166263
84,84,1.0071757279604356
85,85,0.900054244107297
86,86,0.8050972198357247
87,87,0.7210707799307906
88,88,0.6371561695400247
89,89,0.5589766313901336
90,90,0.4910173961937774
91,91,0.4192212423490818
92,92,0.35364273546811137
93,93,0.2973398135976486
94,94,0.2453178423914456
95,95,0.19778293109801323
96,96,0.15269151184643986
97,97,0.11025826531287797
98,98,0.07404954269406734
99,99,0.03921315282147407
100,100,0.00036803714800613376
